gadm_id,department_name,gadm36_name,label_short,label_full,label_source,label_confidence,transformed_id,gadm40_name,gadm40_type
URY.2.6_1,Canelones,n.a181,Ciudad de la Costa,"Ciudad de la Costa (Canelones, Municipiality)",gadm40_exact_id,high,URY.2.6_2,Ciudad de la Costa,Municipiality
URY.2.7_1,Canelones,n.a182,Empalme Olmos,"Empalme Olmos (Canelones, Municipiality)",gadm40_exact_id,high,URY.2.7_2,Empalme Olmos,Municipiality
URY.2.8_1,Canelones,n.a183,La Floresta,"La Floresta (Canelones, Municipiality)",gadm40_exact_id,high,URY.2.8_2,La Floresta,Municipiality
URY.2.9_1,Canelones,n.a324,La Paz,"La Paz (Canelones, Municipiality)",gadm40_exact_id,high,URY.2.9_2,La Paz,Municipiality
URY.2.10_1,Canelones,n.a338,Las Piedras,"Las Piedras (Canelones, Municipiality)",gadm40_exact_id,high,URY.2.10_2,Las Piedras,Municipiality
URY.2.11_1,Canelones,n.a340,Los Cerrillos,"Los Cerrillos (Canelones, Municipiality)",gadm40_exact_id,high,URY.2.11_2,Los Cerrillos,Municipiality
URY.2.12_1,Canelones,n.a342,Migues,"Migues (Canelones, Municipiality)",gadm40_exact_id,high,URY.2.12_2,Migues,Municipiality
URY.2.13_1,Canelones,n.a343,Montes,"Montes (Canelones, Municipiality)",gadm40_exact_id,high,URY.2.13_2,Montes,Municipiality
URY.2.14_1,Canelones,n.a344,Colonia Nicolich,"Colonia Nicolich (Canelones, Municipiality)",gadm40_exact_id,high,URY.2.14_2,Colonia Nicolich,Municipiality
URY.2.15_1,Canelones,n.a346,Pando,"Pando (Canelones, Municipiality)",gadm40_exact_id,high,URY.2.15_2,Pando,Municipiality
URY.2.16_1,Canelones,n.a347,Parque del Plata,"Parque del Plata (Canelones, Municipiality)",gadm40_exact_id,high,URY.2.16_2,Parque del Plata,Municipiality
URY.2.17_1,Canelones,n.a348,Paso Carrasco,"Paso Carrasco (Canelones, Municipiality)",gadm40_exact_id,high,URY.2.17_2,Paso Carrasco,Municipiality
URY.2.18_1,Canelones,n.a349,Progreso,"Progreso (Canelones, Municipiality)",gadm40_exact_id,high,URY.2.18_2,Progreso,Municipiality
URY.3.1_1,Cerro Largo,n.a34,Cerro Largo unit 34,Unlabelled GADM 3.6 unit 34 in Cerro Largo,department_unit_fallback,low,URY.3.1_2,,
URY.3.2_1,Cerro Largo,n.a46,Aceguá,"Aceguá (Cerro Largo, Municipiality)",gadm40_exact_id,high,URY.3.2_2,Aceguá,Municipiality
URY.3.3_1,Cerro Largo,n.a47,Arbolito,"Arbolito (Cerro Largo, Municipiality)",gadm40_exact_id,high,URY.3.3_2,Arbolito,Municipiality
URY.3.4_1,Cerro Largo,n.a52,Arévalo,"Arévalo (Cerro Largo, Municipiality)",gadm40_exact_id,high,URY.3.4_2,Arévalo,Municipiality
URY.3.5_1,Cerro Largo,n.a54,Bañado de Medina,"Bañado de Medina (Cerro Largo, Municipiality)",gadm40_exact_id,high,URY.3.5_2,Bañado de Medina,Municipiality
URY.3.6_1,Cerro Largo,n.a55,Centurión,"Centurión (Cerro Largo, Municipiality)",gadm40_exact_id,high,URY.3.6_2,Centurión,Municipiality
URY.3.7_1,Cerro Largo,n.a57,Cerro de las Cuentas,"Cerro de las Cuentas (Cerro Largo, Municipiality)",gadm40_exact_id,high,URY.3.7_2,Cerro de las Cuentas,Municipiality
URY.3.8_1,Cerro Largo,n.a61,Fraile Muerto,"Fraile Muerto (Cerro Largo, Municipiality)",gadm40_exact_id,high,URY.3.8_2,Fraile Muerto,Municipiality
URY.3.9_1,Cerro Largo,n.a62,Isidoro Noblía,"Isidoro Noblía (Cerro Largo, Municipiality)",gadm40_exact_id,high,URY.3.9_2,Isidoro Noblía,Municipiality
URY.3.10_1,Cerro Largo,n.a65,Las Cañas,"Las Cañas (Cerro Largo, Municipiality)",gadm40_exact_id,high,URY.3.10_2,Las Cañas,Municipiality
URY.3.11_1,Cerro Largo,n.a66,Plácido Rosas,"Plácido Rosas (Cerro Largo, Municipiality)",gadm40_exact_id,high,URY.3.11_2,Plácido Rosas,Municipiality
URY.3.12_1,Cerro Largo,n.a67,Quebracho,"Quebracho (Cerro Largo, Municipiality)",gadm40_exact_id,high,URY.3.12_2,Quebracho,Municipiality
URY.4.1_1,Colonia,n.a139,Colonia unit 139,Unlabelled GADM 3.6 unit 139 in Colonia,department_unit_fallback,low,URY.4.1_2,,
URY.4.2_1,Colonia,n.a145,Carmelo,"Carmelo (Colonia, Municipiality)",gadm40_exact_id,high,URY.4.2_2,Carmelo,Municipiality
URY.4.3_1,Colonia,n.a146,Colonia Valdense,"Colonia Valdense (Colonia, Municipiality)",gadm40_exact_id,high,URY.4.3_2,Colonia Valdense,Municipiality
URY.4.4_1,Colonia,n.a152,Florencio Sánchez,"Florencio Sánchez (Colonia, Municipiality)",gadm40_exact_id,high,URY.4.4_2,Florencio Sánchez,Municipiality
URY.4.5_1,Colonia,n.a197,Juan L. Lacaze,"Juan L. Lacaze (Colonia, Municipiality)",gadm40_exact_id,high,URY.4.5_2,Juan L. Lacaze,Municipiality
URY.4.6_1,Colonia,n.a310,La Paz,"La Paz (Colonia, Municipiality)",gadm40_exact_id,high,URY.4.6_2,La Paz,Municipiality
URY.4.7_1,Colonia,n.a314,Miguelete,"Miguelete (Colonia, Municipiality)",gadm40_exact_id,high,URY.4.7_2,Miguelete,Municipiality
URY.4.8_1,Colonia,n.a315,Nueva Helvecia,"Nueva Helvecia (Colonia, Municipiality)",gadm40_exact_id,high,URY.4.8_2,Nueva Helvecia,Municipiality
URY.4.9_1,Colonia,n.a356,Nueva Palmira,"Nueva Palmira (Colonia, Municipiality)",gadm40_exact_id,high,URY.4.9_2,Nueva Palmira,Municipiality
URY.4.10_1,Colonia,n.a382,Ombúes de Lavalle,"Ombúes de Lavalle (Colonia, Municipiality)",gadm40_exact_id,high,URY.4.10_2,Ombúes de Lavalle,Municipiality
URY.4.11_1,Colonia,n.a461,Rosario,"Rosario (Colonia, Municipiality)",gadm40_exact_id,high,URY.4.11_2,Rosario,Municipiality
URY.4.12_1,Colonia,n.a528,Tarariras,"Tarariras (Colonia, Municipiality)",gadm40_exact_id,high,URY.4.12_2,Tarariras,Municipiality
URY.4.13_1,Colonia,n.a531,Colonia unit 531,Unlabelled GADM 3.6 unit 531 in Colonia,department_unit_fallback,low,URY.4.13_2,,
URY.4.14_1,Colonia,n.a540,Colonia unit 540,Unlabelled GADM 3.6 unit 540 in Colonia,department_unit_fallback,low,URY.4.14_2,,
URY.5.1_1,Durazno,n.a114,Durazno unit 114,Unlabelled GADM 3.6 unit 114 in Durazno,department_unit_fallback,low,URY.5.1_2,,
URY.5.2_1,Durazno,n.a63,Sarandí del Yí,"Sarandí del Yí (Durazno, Municipiality)",gadm40_exact_id,high,URY.5.2_2,Sarandí del Yí,Municipiality
URY.5.3_1,Durazno,n.a71,Villa del Carmen,"Villa del Carmen (Durazno, Municipiality)",gadm40_exact_id,high,URY.5.3_2,Villa del Carmen,Municipiality
URY.5.4_1,Durazno,n.a72,Durazno unit 72,Unlabelled GADM 3.6 unit 72 in Durazno,department_unit_fallback,low,URY.5.4_2,,
URY.5.5_1,Durazno,n.a79,Durazno unit 79,Unlabelled GADM 3.6 unit 79 in Durazno,department_unit_fallback,low,URY.5.5_2,,
